person_name,role,company,company_country,industry,person_website,company_website,linkedin_profile,company_linkedin,wikidata_person,wikidata_company,info_link,cluster_id,cluster_label,cluster_reason,best_contact_email,best_contact_url,best_contact_type,sources
Casimir Katz,Founder,Casimir Katz Verlag,Germany,,,https://www.katzverlag.de/,,,http://www.wikidata.org/entity/Q1047472,http://www.wikidata.org/entity/Q125534896,https://www.google.com/search?q=Casimir+Katz+Casimir+Katz+Verlag,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@casimir-katz-verlag.de,https://www.katzverlag.de/presse/,investor_relations,wikidata
Caspar August Neuhaus,Founder,August Neuhaus,Germany,,,,,,http://www.wikidata.org/entity/Q1047805,http://www.wikidata.org/entity/Q124904540,https://www.google.com/search?q=Caspar+August+Neuhaus+August+Neuhaus,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Giuliano Schindler,CEO,NETZFABRIK,Germany,web hosting service,https://giuliano.schindler.sh,https://netzfabrik.com/,,,http://www.wikidata.org/entity/Q104805147,http://www.wikidata.org/entity/Q104805140,https://www.google.com/search?q=Giuliano+Schindler+NETZFABRIK,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",support@netzfabrik.com,https://netzfabrik.com/solutions/managed-jira-confluence/,investor_relations,wikidata
Julie Laforge,Founder,Les p'tits papiers,France,,,,,,http://www.wikidata.org/entity/Q104819457,http://www.wikidata.org/entity/Q104819430,https://www.google.com/search?q=Julie+Laforge+Les+p%27tits+papiers,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Carolus Magnus Hutschenreuther,Founder,Hutschenreuther,Germany,other mining and quarrying,,http://www.hutschenreuther.com,,,http://www.wikidata.org/entity/Q104829,http://www.wikidata.org/entity/Q430822,https://www.google.com/search?q=Carolus+Magnus+Hutschenreuther+Hutschenreuther,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Johann Philipp Bethmann,Founder,Bethmann Bank,Germany,private bank,,https://www.bethmannbank.de/,,https://www.linkedin.com/company/bethmann-bank-ag,http://www.wikidata.org/entity/Q104855,http://www.wikidata.org/entity/Q1184020,https://www.google.com/search?q=Johann+Philipp+Bethmann+Bethmann+Bank,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Konrad David Gerhard Beckmann,Founder,Franz Beckmann,Germany,,,,,,http://www.wikidata.org/entity/Q104870315,http://www.wikidata.org/entity/Q81851082,https://www.google.com/search?q=Konrad+David+Gerhard+Beckmann+Franz+Beckmann,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
René Peaucelle,Founder,Peaucelle Coquet,France,,,,,,http://www.wikidata.org/entity/Q104889158,http://www.wikidata.org/entity/Q104887097,https://www.google.com/search?q=Ren%C3%A9+Peaucelle+Peaucelle+Coquet,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Ludwig Schiwy,Founder,Ludwig Schiwy,Germany,,,https://www.schiwywaffen.com,,,http://www.wikidata.org/entity/Q104915645,http://www.wikidata.org/entity/Q128946407,https://www.google.com/search?q=Ludwig+Schiwy+Ludwig+Schiwy,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@schiwywaffen.com,https://www.schiwywaffen.com,other,wikidata
Stefan Schörghuber,CEO,Schörghuber Unternehmensgruppe,Germany,,,https://www.schoerghuber.group/,,,http://www.wikidata.org/entity/Q105014,http://www.wikidata.org/entity/Q1301938,https://www.google.com/search?q=Stefan+Sch%C3%B6rghuber+Sch%C3%B6rghuber+Unternehmensgruppe,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://www.schoerghuber.group/_nuxt/SocialMediaCard.-D-VGoKW.css,press,wikidata
August Batschari,Founder,Batschari,Germany,tobacco industry,,,,,http://www.wikidata.org/entity/Q105044378,http://www.wikidata.org/entity/Q393125,https://www.google.com/search?q=August+Batschari+Batschari,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Benjamin Reichert,Founder,SK Gaming,Germany,,,http://www.sk-gaming.com,,,http://www.wikidata.org/entity/Q105096,http://www.wikidata.org/entity/Q1358792,https://www.google.com/search?q=Benjamin+Reichert+SK+Gaming,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@sk-gaming.com,https://www.sk-gaming.com/contact,contact,wikidata
Axel Ruske,Founder,Braingame Publishing,Germany,software industry,http://www.axel-ruske.de,http://www.braingame-shop.de,,,http://www.wikidata.org/entity/Q105107042,http://www.wikidata.org/entity/Q105106371,https://www.google.com/search?q=Axel+Ruske+Braingame+Publishing,C0007,,"Shared group: industries=software industry; countries=France, Germany; companies=Mistral AI, proProduktmanagement GmbH",,,,wikidata
Traugott Golde,Founder,Traugott Golde AG,Germany,auto body,,,,,http://www.wikidata.org/entity/Q105125661,http://www.wikidata.org/entity/Q116460154,https://www.google.com/search?q=Traugott+Golde+Traugott+Golde+AG,C0046,,Shared group: industries=auto body; countries=Germany; companies=Traugott Golde AG,,,,wikidata
Kirsten Krüger,Founder,KitKatClub,Germany,,,https://www.kitkatclub.org/,,,http://www.wikidata.org/entity/Q105190187,http://www.wikidata.org/entity/Q322135,https://www.google.com/search?q=Kirsten+Kr%C3%BCger+KitKatClub,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Christoph Klenzenorf,CEO,Kater Club,Germany,,,,,,http://www.wikidata.org/entity/Q105190917,http://www.wikidata.org/entity/Q105190817,https://www.google.com/search?q=Christoph+Klenzenorf+Kater+Club,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Dagmar Stühler,Founder,Galerie Stühler,Germany,,,,,,http://www.wikidata.org/entity/Q105394255,http://www.wikidata.org/entity/Q107124214,https://www.google.com/search?q=Dagmar+St%C3%BChler+Galerie+St%C3%BChler,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Björn Martenson,Founder,AMUNT,Germany,,,https://amunt.info/,,,http://www.wikidata.org/entity/Q105427245,http://www.wikidata.org/entity/Q130600716,https://www.google.com/search?q=Bj%C3%B6rn+Martenson+AMUNT,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Melanie Nützel,Founder,Tragwerk,Germany,,,,,,http://www.wikidata.org/entity/Q105476017,http://www.wikidata.org/entity/Q107304942,https://www.google.com/search?q=Melanie+N%C3%BCtzel+Tragwerk,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Jacques-Rémy Girerd,Founder,Folimage,France,animation,,http://www.folimage.fr,,,http://www.wikidata.org/entity/Q1054961,http://www.wikidata.org/entity/Q496797,https://www.google.com/search?q=Jacques-R%C3%A9my+Girerd+Folimage,C0027,,"Shared group: industries=animation; countries=Germany, France; companies=Dingo Pictures, Folimage",contact@folimage.fr,http://www.folimage.fr,contact,wikidata
Fabian Faessler,CEO,Security Flag GmbH,Germany,,https://liveoverflow.com/,https://www.securityflag.de/,,,http://www.wikidata.org/entity/Q105515839,http://www.wikidata.org/entity/Q113089288,https://www.google.com/search?q=Fabian+Faessler+Security+Flag+GmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Giles Wilson,CEO,William Grant & Sons,France,beverage industry,,http://www.williamgrant.com,,,http://www.wikidata.org/entity/Q105541756,http://www.wikidata.org/entity/Q2490031,https://www.google.com/search?q=Giles+Wilson+William+Grant+%26+Sons,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@wgrant.com,http://www.williamgrant.com/gb/contact/,contact,wikidata
Franz Mack,Founder,Europa-Park GmbH & Co Mack KG,Germany,leisure park industry,,,,,http://www.wikidata.org/entity/Q105544,http://www.wikidata.org/entity/Q25394571,https://www.google.com/search?q=Franz+Mack+Europa-Park+GmbH+%26+Co+Mack+KG,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Marc Llistosella,CEO,Knorr-Bremse,Germany,railway,,http://www.knorr-bremse.com,,,http://www.wikidata.org/entity/Q105601802,http://www.wikidata.org/entity/Q256290,https://www.google.com/search?q=Marc+Llistosella+Knorr-Bremse,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",investor.relations@knorr-bremse.com,http://www.knorr-bremse.com,investor_relations,wikidata
Alexandre Berheim,Founder,Bernheim-Jeune,France,,,http://www.bernheim-jeune.com/,,,http://www.wikidata.org/entity/Q105605526,http://www.wikidata.org/entity/Q826482,https://www.google.com/search?q=Alexandre+Berheim+Bernheim-Jeune,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",info@bernheim-jeune.com,http://www.bernheim-jeune.com/,other,wikidata
Christian Levin,CEO,Traton,Germany,automotive industry,,https://traton.com,,,http://www.wikidata.org/entity/Q105646104,http://www.wikidata.org/entity/Q28228137,https://www.google.com/search?q=Christian+Levin+Traton,C0005,,"Shared group: industries=automotive industry; countries=Germany; companies=Augmentation Industries, Groupe BMW",media-relations@traton.com,https://traton.com,press,wikidata
Pierre Lamy,Founder,Atelier théâtre de l'École alsacienne,France,creative industries,,https://www.atea.info/,,,http://www.wikidata.org/entity/Q105670305,http://www.wikidata.org/entity/Q105670259,https://www.google.com/search?q=Pierre+Lamy+Atelier+th%C3%A9%C3%A2tre+de+l%27%C3%89cole+alsacienne,C0014,,"Shared group: industries=creative industries; countries=France, Germany; companies=La Muse en circuit, Atelier théâtre de l'École alsacienne",,,,wikidata
Laurent Prud’homme,CEO,Eurosport,France,broadcasting of sports events,,https://www.eurosport.com/,https://www.linkedin.com/in/laurent-prud-homme-22b8486,https://www.linkedin.com/company/eurosport,http://www.wikidata.org/entity/Q105693319,http://www.wikidata.org/entity/Q21484379,https://www.google.com/search?q=Laurent+Prud%E2%80%99homme+Eurosport,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.eurosport.com/layout_app_hub/_next/static/media/eurosport.31e27cd4a3102631d00431ddbfbf30b4.css,press,wikidata
Paul Royet,Founder,Société des établissements modernes de mécanique,France,,,,,,http://www.wikidata.org/entity/Q105699599,http://www.wikidata.org/entity/Q48750272,https://www.google.com/search?q=Paul+Royet+Soci%C3%A9t%C3%A9+des+%C3%A9tablissements+modernes+de+m%C3%A9canique,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Theodor Friedrich Wilhelm Märklin,Founder,Märklin,Germany,game industry,,https://www.maerklin.de/,,,http://www.wikidata.org/entity/Q105845,http://www.wikidata.org/entity/Q170127,https://www.google.com/search?q=Theodor+Friedrich+Wilhelm+M%C3%A4rklin+M%C3%A4rklin,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://www.maerklin.de/de/maerklin-magazin/impressum,press,wikidata
Julius Böhler,Founder,Julius Böhler AG,Germany,,,https://www.boehler-art.com/en/,,,http://www.wikidata.org/entity/Q105873270,http://www.wikidata.org/entity/Q47531053,https://www.google.com/search?q=Julius+B%C3%B6hler+Julius+B%C3%B6hler+AG,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Riot Games,Founder,League of Legends EMEA Championship,Germany,,https://www.riotgames.com,https://eu.lolesports.com/en,,,http://www.wikidata.org/entity/Q1060165,http://www.wikidata.org/entity/Q30560738,https://www.google.com/search?q=Riot+Games+League+of+Legends+EMEA+Championship,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Johannes Volkmann,Founder,Papiertheater Nürnberg,Germany,creative industries,,https://www.daspapiertheater.de/,,,http://www.wikidata.org/entity/Q106076806,http://www.wikidata.org/entity/Q109690627,https://www.google.com/search?q=Johannes+Volkmann+Papiertheater+N%C3%BCrnberg,C0014,,"Shared group: industries=creative industries; countries=France, Germany; companies=La Muse en circuit, Atelier théâtre de l'École alsacienne",,,,wikidata
Joachim Kreuzburg,CEO,Sartorius AG,Germany,pharmaceutical industry,,http://www.sartorius.com/,,https://www.linkedin.com/company/sartorius,http://www.wikidata.org/entity/Q106076832,http://www.wikidata.org/entity/Q175835,https://www.google.com/search?q=Joachim+Kreuzburg+Sartorius+AG,C0025,,"Shared group: industries=pharmaceutical industry; countries=Germany, France; companies=Statitec, Boehringer Mannheim GmbH",info@sartorius.com,http://www.sartorius.com/en/company/newsroom?ban_position=hp_cc_news&amp;ban_name=explore_newsroom,press,wikidata
Madeleine Laferrière,Founder,Maison Laferrière,France,fashion,,,,,http://www.wikidata.org/entity/Q106151771,http://www.wikidata.org/entity/Q3278826,https://www.google.com/search?q=Madeleine+Laferri%C3%A8re+Maison+Laferri%C3%A8re,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Helmut Wagner,Founder,Rehau Group,Germany,,,http://www.rehau.com,,,http://www.wikidata.org/entity/Q106223585,http://www.wikidata.org/entity/Q473953,https://www.google.com/search?q=Helmut+Wagner+Rehau+Group,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",press@rehau.com,http://www.rehau.com/group-en/contact,press,wikidata
Martin Schmid,Founder,KALUZA + SCHMID,Germany,event sector,,http://www.kaluza-schmid.de,,,http://www.wikidata.org/entity/Q106303491,http://www.wikidata.org/entity/Q106303371,https://www.google.com/search?q=Martin+Schmid+KALUZA+%2B+SCHMID,C0036,,Shared group: industries=event sector; countries=Germany; companies=KALUZA + SCHMID,info@kaluza-schmid.de,http://www.kaluza-schmid.de/de/info/impressum/,press,wikidata
